idind,year,type,wage,nls,logwage,lognls
20368,2002,1,4000,20000,8.294049640102028,9.903487552536127
3951,2002,1,4000,42000,8.294049640102028,10.645424897265505
3952,2002,1,2800,20000,7.937374696163295,9.903487552536127
16869,2002,1,2700,10000,7.90100705199242,9.210340371976184
20375,2002,1,1600,25000,7.3777589082278725,10.126631103850338
14996,2002,1,2800,15000,7.937374696163295,9.615805480084347
16870,2002,1,3940,20000,8.27893600229198,9.903487552536127
16867,2002,1,7005,15000,8.854379458771108,9.615805480084347
18261,2002,1,2990,25000,8.003028666384733,10.126631103850338
3967,2002,1,4300,20000,8.366370301681654,9.903487552536127
3968,2002,1,7000,20000,8.85366542803745,9.903487552536127
3969,2002,1,1700,20000,7.438383530044307,9.903487552536127
3971,2002,1,2500,10000,7.824046010856292,9.210340371976184
16873,2002,1,3350,15000,8.116715624819111,9.615805480084347
3983,2002,1,3500,30000,8.160518247477505,10.308952660644293
12276,2002,1,3800,8000,8.242756345714477,8.987196820661973
12277,2002,1,1500,17000,7.313220387090301,9.740968623038354
3973,2002,1,3400,15000,8.131530710604252,9.615805480084347
3974,2002,1,2200,10000,7.696212639346407,9.210340371976184
12272,2002,1,4000,50000,8.294049640102028,10.819778284410283
3981,2002,1,300,8000,5.703782474656201,8.987196820661973
3982,2002,1,3000,10000,8.006367567650246,9.210340371976184
16875,2002,1,4000,15000,8.294049640102028,9.615805480084347
15004,2002,1,7300,20000,8.895629627136483,9.903487552536127
3979,2002,1,1500,30000,7.313220387090301,10.308952660644293
16874,2002,1,735,25000,6.5998704992128365,10.126631103850338
4008,2002,1,2700,30000,7.90100705199242,10.308952660644293
4009,2002,1,4500,40000,8.411832675758411,10.596634733096073
18262,2002,1,1050,10000,6.956545443151569,9.210340371976184
18263,2002,1,3500,10000,8.160518247477505,9.210340371976184
16877,2002,1,2000,20000,7.600902459542082,9.903487552536127
16878,2002,1,2500,17000,7.824046010856292,9.740968623038354
12281,2002,1,5000,10000,8.517193191416238,9.210340371976184
3995,2002,1,3000,9000,8.006367567650246,9.104979856318357
4002,2002,1,2300,15000,7.7406644019172415,9.615805480084347
16882,2002,1,6500,15000,8.779557455883728,9.615805480084347
4020,2002,1,2000,5000,7.600902459542082,8.517193191416238
4026,2002,1,2900,10000,7.9724660159745655,9.210340371976184
4027,2002,1,2900,5000,7.9724660159745655,8.517193191416238
4028,2002,1,1600,15000,7.3777589082278725,9.615805480084347
4030,2002,1,1200,10000,7.090076835776092,9.210340371976184
4031,2002,1,7600,20000,8.935903526274423,9.903487552536127
4043,2002,1,3100,20000,8.039157390473237,9.903487552536127
4044,2002,1,1500,25000,7.313220387090301,10.126631103850338
4046,2002,1,800,15000,6.684611727667927,9.615805480084347
4047,2002,1,1500,10000,7.313220387090301,9.210340371976184
20379,2002,1,2500,10000,7.824046010856292,9.210340371976184
20380,2002,1,2500,20000,7.824046010856292,9.903487552536127
12293,2002,1,3800,20000,8.242756345714477,9.903487552536127
20381,2002,1,3000,20000,8.006367567650246,9.903487552536127
4022,2002,1,4100,10000,8.318742252692399,9.210340371976184
16885,2002,1,1700,10000,7.438383530044307,9.210340371976184
16887,2002,1,3000,6000,8.006367567650246,8.699514748210191
18269,2002,1,1000,10000,6.907755278982137,9.210340371976184
20383,2002,1,5500,20000,8.612503371220562,9.903487552536127
4035,2002,1,6500,15000,8.779557455883728,9.615805480084347
18271,2002,1,2405,7000,7.785305182539862,8.85366542803745
4049,2002,1,3000,12000,8.006367567650246,9.392661928770137
4050,2002,1,3500,20000,8.160518247477505,9.903487552536127
4053,2002,1,3800,30000,8.242756345714477,10.308952660644293
4054,2002,1,4400,15000,8.389359819906353,9.615805480084347
4056,2002,1,650,20000,6.476972362889683,9.903487552536127
15017,2002,1,200,100000,5.298317366548036,11.512925464970229
18273,2002,1,1200,10000,7.090076835776092,9.210340371976184
4059,2002,1,2400,300000,7.783224016336037,12.611537753638338
20385,2002,1,3000,15000,8.006367567650246,9.615805480084347
12312,2002,1,2000,20000,7.600902459542082,9.903487552536127
12313,2002,1,7000,20000,8.85366542803745,9.903487552536127
16894,2002,1,3000,15000,8.006367567650246,9.615805480084347
4086,2002,1,3500,15000,8.160518247477505,9.615805480084347
4088,2002,1,2500,40000,7.824046010856292,10.596634733096073
12304,2002,1,2100,25000,7.649692623711514,10.126631103850338
12305,2002,1,2000,50000,7.600902459542082,10.819778284410283
12306,2002,1,4000,15000,8.294049640102028,9.615805480084347
18277,2002,1,6400,30000,8.764053269347762,10.308952660644293
18278,2002,1,5000,15000,8.517193191416238,9.615805480084347
15025,2002,1,5000,50000,8.517193191416238,10.819778284410283
4078,2002,1,1000,50000,6.907755278982137,10.819778284410283
16899,2002,1,2100,15000,7.649692623711514,9.615805480084347
20388,2002,1,3900,50000,8.268731832117737,10.819778284410283
20389,2002,1,3000,25000,8.006367567650246,10.126631103850338
20390,2002,1,3000,50000,8.006367567650246,10.819778284410283
20391,2002,1,1500,50000,7.313220387090301,10.819778284410283
4091,2002,1,1700,30000,7.438383530044307,10.308952660644293
4094,2002,1,1400,17000,7.24422751560335,9.740968623038354
4095,2002,1,3000,25000,8.006367567650246,10.126631103850338
4098,2002,1,2300,50000,7.7406644019172415,10.819778284410283
4101,2002,1,600,30000,6.396929655216146,10.308952660644293
4102,2002,1,3800,30000,8.242756345714477,10.308952660644293
4103,2002,1,1500,50000,7.313220387090301,10.819778284410283
4106,2002,1,2300,10000,7.7406644019172415,9.210340371976184
4118,2002,1,17000,40000,9.740968623038354,10.596634733096073
4122,2002,1,2500,50000,7.824046010856292,10.819778284410283
4123,2002,1,220,18000,5.393627546352362,9.798127036878302
16904,2002,1,5000,50000,8.517193191416238,10.819778284410283
16906,2002,1,5000,15000,8.517193191416238,9.615805480084347
4126,2002,1,1800,15000,7.495541943884256,9.615805480084347
15030,2002,1,2470,40000,7.8119734296220225,10.596634733096073
15032,2002,1,1400,15000,7.24422751560335,9.615805480084347
15033,2002,1,4000,50000,8.294049640102028,10.819778284410283
4104,2002,1,2375,20000,7.772752716468742,9.903487552536127
4113,2002,1,2700,10000,7.90100705199242,9.210340371976184
4131,2002,1,2000,5000,7.600902459542082,8.517193191416238
4132,2002,1,1500,20000,7.313220387090301,9.903487552536127
4133,2002,1,4000,20000,8.294049640102028,9.903487552536127
4137,2002,1,1100,5000,7.003065458786462,8.517193191416238
4144,2002,1,9600,15000,9.169518377455928,9.615805480084347
4145,2002,1,4350,15000,8.37793112408273,9.615805480084347
4127,2002,1,800,6000,6.684611727667927,8.699514748210191
4128,2002,1,2500,7000,7.824046010856292,8.85366542803745
12326,2002,1,1700,15000,7.438383530044307,9.615805480084347
12328,2002,1,2000,10000,7.600902459542082,9.210340371976184
16910,2002,1,1300,20000,7.170119543449628,9.903487552536127
16911,2002,1,12000,25000,9.392661928770137,10.126631103850338
4146,2002,1,7500,20000,8.922658299524402,9.903487552536127
15039,2002,1,3000,6000,8.006367567650246,8.699514748210191
20395,2002,1,3000,15000,8.006367567650246,9.615805480084347
16915,2002,1,2500,30000,7.824046010856292,10.308952660644293
16917,2002,1,3700,12000,8.216088098632316,9.392661928770137
16918,2002,1,8000,100000,8.987196820661973,11.512925464970229
15045,2002,1,15000,25000,9.615805480084347,10.126631103850338
16923,2002,1,2500,5000,7.824046010856292,8.517193191416238
4183,2002,1,1400,15000,7.24422751560335,9.615805480084347
4184,2002,1,4000,20000,8.294049640102028,9.903487552536127
4187,2002,1,2100,30000,7.649692623711514,10.308952660644293
4188,2002,1,600,15000,6.396929655216146,9.615805480084347
4189,2002,1,1009,15000,6.9167150203536085,9.615805480084347
4191,2002,1,10000,25000,9.210340371976184,10.126631103850338
12341,2002,1,1800,10000,7.495541943884256,9.210340371976184
15055,2002,1,3500,50000,8.160518247477505,10.819778284410283
18285,2002,1,1100,10000,7.003065458786462,9.210340371976184
18286,2002,1,3000,10000,8.006367567650246,9.210340371976184
4171,2002,1,252,15000,5.529429087511423,9.615805480084347
12340,2002,1,2000,5000,7.600902459542082,8.517193191416238
15051,2002,1,1950,50000,7.575584651557793,10.819778284410283
15053,2002,1,2200,10000,7.696212639346407,9.210340371976184
4194,2002,1,3400,10000,8.131530710604252,9.210340371976184
4195,2002,1,1400,25000,7.24422751560335,10.126631103850338
4196,2002,1,3000,18000,8.006367567650246,9.798127036878302
4198,2002,1,540,50000,6.29156913955832,10.819778284410283
18291,2002,1,6000,13000,8.699514748210191,9.472704636443673
4200,2002,1,3500,20000,8.160518247477505,9.903487552536127
4201,2002,1,2000,15000,7.600902459542082,9.615805480084347
4210,2002,1,1000,10000,6.907755278982137,9.210340371976184
4211,2002,1,2170,5000,7.682482446534506,8.517193191416238
4214,2002,1,2000,20000,7.600902459542082,9.903487552536127
4203,2002,1,5000,30000,8.517193191416238,10.308952660644293
15067,2002,1,1150,10000,7.047517221357296,9.210340371976184
4221,2002,1,650,100000,6.476972362889683,11.512925464970229
18292,2002,1,6000,30000,8.699514748210191,10.308952660644293
4224,2002,1,4000,5000,8.294049640102028,8.517193191416238
4226,2002,1,5200,15000,8.556413904569519,9.615805480084347
4227,2002,1,4000,20000,8.294049640102028,9.903487552536127
4231,2002,1,4400,40000,8.389359819906353,10.596634733096073
16937,2002,1,3500,15000,8.160518247477505,9.615805480084347
16938,2002,1,2000,10000,7.600902459542082,9.210340371976184
4232,2002,1,2000,30000,7.600902459542082,10.308952660644293
4234,2002,1,5500,7000,8.612503371220562,8.85366542803745
15073,2002,1,800,15000,6.684611727667927,9.615805480084347
18296,2002,1,9500,20000,9.159047077588632,9.903487552536127
12350,2002,1,200,15000,5.298317366548036,9.615805480084347
4266,2002,1,2000,40000,7.600902459542082,10.596634733096073
12357,2002,1,3500,25000,8.160518247477505,10.126631103850338
12358,2002,1,8000,20000,8.987196820661973,9.903487552536127
4265,2002,1,65,9000,4.174387269895637,9.104979856318357
16943,2002,1,2000,8000,7.600902459542082,8.987196820661973
12365,2002,1,2788,7000,7.933079771880415,8.85366542803745
4282,2002,1,450,15000,6.1092475827643655,9.615805480084347
18299,2002,1,450,25000,6.1092475827643655,10.126631103850338
4291,2002,1,4000,40000,8.294049640102028,10.596634733096073
4292,2002,1,4000,30000,8.294049640102028,10.308952660644293
16949,2002,1,4500,20000,8.411832675758411,9.903487552536127
18301,2002,1,4000,10000,8.294049640102028,9.210340371976184
18302,2002,1,300,50000,5.703782474656201,10.819778284410283
12371,2002,1,5000,30000,8.517193191416238,10.308952660644293
12377,2002,1,450,10000,6.1092475827643655,9.210340371976184
18304,2002,1,18000,25000,9.798127036878302,10.126631103850338
16953,2002,1,1500,50000,7.313220387090301,10.819778284410283
15081,2002,1,1500,50000,7.313220387090301,10.819778284410283
12372,2002,1,110,960000,4.700480365792417,13.77468856344402
18303,2002,1,2500,70000,7.824046010856292,11.156250521031495
12386,2002,1,715,10000,6.5722825426940075,9.210340371976184
12380,2002,1,3000,15000,8.006367567650246,9.615805480084347
12388,2002,1,10000,15000,9.210340371976184,9.615805480084347
4319,2002,1,2500,7000,7.824046010856292,8.85366542803745
4324,2002,1,13000,15000,9.472704636443673,9.615805480084347
18306,2002,1,1600,15000,7.3777589082278725,9.615805480084347
12400,2002,1,2500,15000,7.824046010856292,9.615805480084347
12401,2002,1,4400,10000,8.389359819906353,9.210340371976184
4331,2002,1,5000,30000,8.517193191416238,10.308952660644293
12381,2002,1,5000,15000,8.517193191416238,9.615805480084347
15088,2002,1,3000,10000,8.006367567650246,9.210340371976184
15089,2002,1,3000,20000,8.006367567650246,9.903487552536127
15090,2002,1,2500,12000,7.824046010856292,9.392661928770137
20402,2002,1,3000,20000,8.006367567650246,9.903487552536127
12389,2002,1,2800,15000,7.937374696163295,9.615805480084347
18307,2002,1,6000,20000,8.699514748210191,9.903487552536127
4338,2002,1,3230,22000,8.080237416216702,9.998797732340453
4339,2002,1,4650,10000,8.444622498581403,9.210340371976184
16962,2002,1,5200,20000,8.556413904569519,9.903487552536127
4356,2002,1,2500,8000,7.824046010856292,8.987196820661973
4357,2002,1,800,20000,6.684611727667927,9.903487552536127
16966,2002,1,4100,20000,8.318742252692399,9.903487552536127
16967,2002,1,2500,20000,7.824046010856292,9.903487552536127
16970,2002,1,3000,40000,8.006367567650246,10.596634733096073
16971,2002,1,8000,30000,8.987196820661973,10.308952660644293
4361,2002,1,2116,15000,7.65728279297819,9.615805480084347
16974,2002,1,500,10000,6.214608098422191,9.210340371976184
16976,2002,1,8000,10000,8.987196820661973,9.210340371976184
4368,2002,1,2250,15000,7.718685495198466,9.615805480084347
4369,2002,1,500,20000,6.214608098422191,9.903487552536127
4372,2002,1,1700,15000,7.438383530044307,9.615805480084347
4375,2002,1,2800,10000,7.937374696163295,9.210340371976184
4377,2002,1,2000,10000,7.600902459542082,9.210340371976184
4378,2002,1,3500,15000,8.160518247477505,9.615805480084347
20405,2002,1,3500,10000,8.160518247477505,9.210340371976184
16979,2002,1,1508,10000,7.318539548567902,9.210340371976184
20410,2002,1,6000,15000,8.699514748210191,9.615805480084347
12414,2002,1,1300,5000,7.170119543449628,8.517193191416238
12420,2002,1,5000,20000,8.517193191416238,9.903487552536127
4363,2002,1,4000,14000,8.294049640102028,9.546812608597396
20411,2002,1,1800,10000,7.495541943884256,9.210340371976184
4362,2002,1,350,15000,5.857933154483459,9.615805480084347
20412,2002,1,1400,10000,7.24422751560335,9.210340371976184
18311,2002,1,200,12000,5.298317366548036,9.392661928770137
16980,2002,1,3000,15000,8.006367567650246,9.615805480084347
15098,2002,1,500,15000,6.214608098422191,9.615805480084347
20418,2002,1,3200,25000,8.070906088787819,10.126631103850338
20420,2002,1,2000,50000,7.600902459542082,10.819778284410283
15103,2002,1,3500,20000,8.160518247477505,9.903487552536127
16983,2002,1,520,10000,6.253828811575473,9.210340371976184
18315,2002,1,8000,30000,8.987196820661973,10.308952660644293
20423,2002,1,1000,5000,6.907755278982137,8.517193191416238
4412,2002,1,8300,30000,9.02401079378469,10.308952660644293
4413,2002,1,5000,25000,8.517193191416238,10.126631103850338
4415,2002,1,1440,50000,7.272398392570047,10.819778284410283
4416,2002,1,9000,15000,9.104979856318357,9.615805480084347
15106,2002,1,1800,20000,7.495541943884256,9.903487552536127
18316,2002,1,3000,30000,8.006367567650246,10.308952660644293
15109,2002,1,10000,50000,9.210340371976184,10.819778284410283
15110,2002,1,3000,10000,8.006367567650246,9.210340371976184
20425,2002,1,3500,8000,8.160518247477505,8.987196820661973
4420,2002,1,3000,6000,8.006367567650246,8.699514748210191
4425,2002,1,1360,15000,7.215239978730097,9.615805480084347
4426,2002,1,2200,10000,7.696212639346407,9.210340371976184
4427,2002,1,3000,50000,8.006367567650246,10.819778284410283
4431,2002,1,10,5000,2.302585092994046,8.517193191416238
4432,2002,1,1360,10000,7.215239978730097,9.210340371976184
4435,2002,1,1350,20000,7.2078598714324755,9.903487552536127
4441,2002,1,7100,16000,8.867850063029406,9.680344001221918
16989,2002,1,2500,30000,7.824046010856292,10.308952660644293
16990,2002,1,3000,40000,8.006367567650246,10.596634733096073
4422,2002,1,6000,40000,8.699514748210191,10.596634733096073
12444,2002,1,800,15000,6.684611727667927,9.615805480084347
4444,2002,1,5000,20000,8.517193191416238,9.903487552536127
4445,2002,1,600,15000,6.396929655216146,9.615805480084347
4448,2002,1,1350,10000,7.2078598714324755,9.210340371976184
20428,2002,1,3800,25000,8.242756345714477,10.126631103850338
4454,2002,1,1500,10000,7.313220387090301,9.210340371976184
4455,2002,1,3800,15000,8.242756345714477,9.615805480084347
15115,2002,1,5200,30000,8.556413904569519,10.308952660644293
15116,2002,1,4300,20000,8.366370301681654,9.903487552536127
18320,2002,1,5000,30000,8.517193191416238,10.308952660644293
4468,2002,1,3000,25000,8.006367567650246,10.126631103850338
4469,2002,1,5000,15000,8.517193191416238,9.615805480084347
12455,2002,1,1500,15000,7.313220387090301,9.615805480084347
12456,2002,1,3500,25000,8.160518247477505,10.126631103850338
12452,2002,1,5200,20000,8.556413904569519,9.903487552536127
20429,2002,1,2800,10000,7.937374696163295,9.210340371976184
20430,2002,1,1300,10000,7.170119543449628,9.210340371976184
4456,2002,1,600,10000,6.396929655216146,9.210340371976184
15118,2002,1,3900,10000,8.268731832117737,9.210340371976184
12457,2002,1,2000,20000,7.600902459542082,9.903487552536127
15120,2002,1,1500,15000,7.313220387090301,9.615805480084347
18323,2002,1,1200,10000,7.090076835776092,9.210340371976184
4457,2002,1,800,30000,6.684611727667927,10.308952660644293
16996,2002,1,31200,35000,10.348173373797573,10.46310334047155
4483,2002,1,700,15000,6.551080335043404,9.615805480084347
15122,2002,1,1200,30000,7.090076835776092,10.308952660644293
4487,2002,1,620,15000,6.429719478039138,9.615805480084347
4495,2002,1,7000,45000,8.85366542803745,10.714417768752456
4496,2002,1,9000,40000,9.104979856318357,10.596634733096073
4497,2002,1,2600,35000,7.8632667240095735,10.46310334047155
4498,2002,1,2000,30000,7.600902459542082,10.308952660644293
4500,2002,1,500,10000,6.214608098422191,9.210340371976184
4501,2002,1,2000,15000,7.600902459542082,9.615805480084347
4503,2002,1,595,5000,6.38856140554563,8.517193191416238
4482,2002,1,5000,20000,8.517193191416238,9.903487552536127
4484,2002,1,2000,15000,7.600902459542082,9.615805480084347
12464,2002,1,1960,10000,7.580699752224563,9.210340371976184
4481,2002,1,2500,10000,7.824046010856292,9.210340371976184
12469,2002,1,3300,15000,8.101677747454572,9.615805480084347
4477,2002,1,650,15000,6.476972362889683,9.615805480084347
4502,2002,1,7000,35000,8.85366542803745,10.46310334047155
18330,2002,1,2400,35000,7.783224016336037,10.46310334047155
4508,2002,1,1400,20000,7.24422751560335,9.903487552536127
20432,2002,1,2500,25000,7.824046010856292,10.126631103850338
12473,2002,1,3000,15000,8.006367567650246,9.615805480084347
12478,2002,1,1900,10000,7.549609165154532,9.210340371976184
12479,2002,1,2000,8000,7.600902459542082,8.987196820661973
4523,2002,1,3000,15000,8.006367567650246,9.615805480084347
17002,2002,1,3700,20000,8.216088098632316,9.903487552536127
17003,2002,1,4000,10000,8.294049640102028,9.210340371976184
4524,2002,1,4000,15000,8.294049640102028,9.615805480084347
4544,2002,1,2000,30000,7.600902459542082,10.308952660644293
4545,2002,1,4200,20000,8.34283980427146,9.903487552536127
4546,2002,1,1200,15000,7.090076835776092,9.615805480084347
4548,2002,1,2200,15000,7.696212639346407,9.615805480084347
12482,2002,1,4600,8000,8.433811582477187,8.987196820661973
12483,2002,1,1970,9000,7.585788821732034,9.104979856318357
4554,2002,1,1360,3000,7.215239978730097,8.006367567650246
4556,2002,1,5000,80000,8.517193191416238,11.289781913656018
20434,2002,1,2200,20000,7.696212639346407,9.903487552536127
20435,2002,1,3000,30000,8.006367567650246,10.308952660644293
4559,2002,1,1160,10000,7.05617528410041,9.210340371976184
4560,2002,1,2500,15000,7.824046010856292,9.615805480084347
4547,2002,1,5000,12000,8.517193191416238,9.392661928770137
4550,2002,1,1200,10000,7.090076835776092,9.210340371976184
12486,2002,1,3000,40000,8.006367567650246,10.596634733096073
15130,2002,1,3000,15000,8.006367567650246,9.615805480084347
15133,2002,1,2000,20000,7.600902459542082,9.903487552536127
15134,2002,1,10000,18000,9.210340371976184,9.798127036878302
15140,2002,1,5000,20000,8.517193191416238,9.903487552536127
15141,2002,1,5000,20000,8.517193191416238,9.903487552536127
4574,2002,1,1500,10000,7.313220387090301,9.210340371976184
4575,2002,1,2500,10000,7.824046010856292,9.210340371976184
4579,2002,1,10000,30000,9.210340371976184,10.308952660644293
4577,2002,1,3500,30000,8.160518247477505,10.308952660644293
4580,2002,1,600,10000,6.396929655216146,9.210340371976184
17012,2002,1,2800,10000,7.937374696163295,9.210340371976184
4566,2002,1,2100,10000,7.649692623711514,9.210340371976184
4568,2002,1,2600,20000,7.8632667240095735,9.903487552536127
4569,2002,1,5500,20000,8.612503371220562,9.903487552536127
12503,2002,1,3800,18000,8.242756345714477,9.798127036878302
15147,2002,1,5200,12000,8.556413904569519,9.392661928770137
12509,2002,1,1000,10000,6.907755278982137,9.210340371976184
12513,2002,1,4000,25000,8.294049640102028,10.126631103850338
12514,2002,1,2000,30000,7.600902459542082,10.308952660644293
15150,2002,1,2000,15000,7.600902459542082,9.615805480084347
15151,2002,1,4500,25000,8.411832675758411,10.126631103850338
17014,2002,1,4000,18000,8.294049640102028,9.798127036878302
12499,2002,1,1500,20000,7.313220387090301,9.903487552536127
15144,2002,1,2500,25000,7.824046010856292,10.126631103850338
15145,2002,1,2000,25000,7.600902459542082,10.126631103850338
12519,2002,1,2500,10000,7.824046010856292,9.210340371976184
12520,2002,1,2000,20000,7.600902459542082,9.903487552536127
12508,2002,1,3500,20000,8.160518247477505,9.903487552536127
15148,2002,1,1200,9000,7.090076835776092,9.104979856318357
4612,2002,1,8000,15000,8.987196820661973,9.615805480084347
4613,2002,1,2000,30000,7.600902459542082,10.308952660644293
20437,2002,1,6000,20000,8.699514748210191,9.903487552536127
20438,2002,1,4000,20000,8.294049640102028,9.903487552536127
4622,2002,1,2500,15000,7.824046010856292,9.615805480084347
4623,2002,1,1800,16000,7.495541943884256,9.680344001221918
4624,2002,1,2600,25000,7.8632667240095735,10.126631103850338
4626,2002,1,3000,30000,8.006367567650246,10.308952660644293
4652,2002,1,4300,15000,8.366370301681654,9.615805480084347
12542,2002,1,1400,10000,7.24422751560335,9.210340371976184
4666,2002,1,2000,30000,7.600902459542082,10.308952660644293
12546,2002,1,3000,20000,8.006367567650246,9.903487552536127
12548,2002,1,600,25000,6.396929655216146,10.126631103850338
12536,2002,1,700,15000,6.551080335043404,9.615805480084347
4648,2002,1,4000,30000,8.294049640102028,10.308952660644293
4649,2002,1,4300,25000,8.366370301681654,10.126631103850338
4651,2002,1,1200,40000,7.090076835776092,10.596634733096073
4654,2002,1,4000,20000,8.294049640102028,9.903487552536127
12541,2002,1,3000,30000,8.006367567650246,10.308952660644293
20441,2002,1,3000,50000,8.006367567650246,10.819778284410283
4665,2002,1,4000,30000,8.294049640102028,10.308952660644293
20442,2002,1,2000,15000,7.600902459542082,9.615805480084347
4672,2002,1,5000,20000,8.517193191416238,9.903487552536127
4681,2002,1,5200,15000,8.556413904569519,9.615805480084347
17021,2002,1,1460,20000,7.286191714702382,9.903487552536127
18338,2002,1,8500,25000,9.047821442478408,10.126631103850338
4684,2002,1,700,20000,6.551080335043404,9.903487552536127
12555,2002,1,3000,20000,8.006367567650246,9.903487552536127
4694,2002,1,900,15000,6.802394763324311,9.615805480084347
4695,2002,1,1537,10000,7.337587743538596,9.210340371976184
4696,2002,1,3900,20000,8.268731832117737,9.903487552536127
4697,2002,1,2000,15000,7.600902459542082,9.615805480084347
4676,2002,1,2500,20000,7.824046010856292,9.903487552536127
15165,2002,1,1920,25000,7.560080465021827,10.126631103850338
15166,2002,1,3100,20000,8.039157390473237,9.903487552536127
4698,2002,1,1500,15000,7.313220387090301,9.615805480084347
20445,2002,1,1000,20000,6.907755278982137,9.903487552536127
4719,2002,2,2130,25000,7.6638772587034705,10.126631103850338
12562,2002,2,21000,25000,9.95227771670556,10.126631103850338
4717,2002,2,2020,20000,7.61085279039525,9.903487552536127
20448,2002,2,600,5000,6.396929655216146,8.517193191416238
20449,2002,2,700,12000,6.551080335043404,9.392661928770137
4708,2002,2,1200,10000,7.090076835776092,9.210340371976184
4722,2002,2,780,6000,6.659293919683638,8.699514748210191
4720,2002,2,9073,50000,9.11305824916963,10.819778284410283
4721,2002,2,14000,50000,9.546812608597396,10.819778284410283
4732,2002,2,1000,5000,6.907755278982137,8.517193191416238
4738,2002,2,3500,20000,8.160518247477505,9.903487552536127
4740,2002,2,2800,6000,7.937374696163295,8.699514748210191
20455,2002,2,5000,20000,8.517193191416238,9.903487552536127
20456,2002,2,2500,20000,7.824046010856292,9.903487552536127
15185,2002,2,800,50000,6.684611727667927,10.819778284410283
17029,2002,2,8000,20000,8.987196820661973,9.903487552536127
4754,2002,2,3200,10000,8.070906088787819,9.210340371976184
4761,2002,2,7000,30000,8.85366542803745,10.308952660644293
15188,2002,2,3485,40000,8.156223323194624,10.596634733096073
15189,2002,2,8300,40000,9.02401079378469,10.596634733096073
4755,2002,2,10000,25000,9.210340371976184,10.126631103850338
12587,2002,2,10000,35000,9.210340371976184,10.46310334047155
15190,2002,2,920,20000,6.824373670043086,9.903487552536127
4776,2002,2,3560,10000,8.177515823846075,9.210340371976184
4779,2002,2,3200,20000,8.070906088787819,9.903487552536127
4780,2002,2,3200,20000,8.070906088787819,9.903487552536127
4782,2002,2,1200,20000,7.090076835776092,9.903487552536127
12589,2002,2,3050,7000,8.022896869601457,8.85366542803745
4786,2002,2,2000,15000,7.600902459542082,9.615805480084347
4787,2002,2,1000,10000,6.907755278982137,9.210340371976184
12576,2002,2,4000,30000,8.294049640102028,10.308952660644293
20462,2002,2,3900,25000,8.268731832117737,10.126631103850338
15196,2002,2,4040,20000,8.303999970955196,9.903487552536127
12581,2002,2,1500,5000,7.313220387090301,8.517193191416238
15197,2002,2,1350,30000,7.2078598714324755,10.308952660644293
15198,2002,2,30000,300000,10.308952660644293,12.611537753638338
15200,2002,2,12000,15000,9.392661928770137,9.615805480084347
18349,2002,2,3000,15000,8.006367567650246,9.615805480084347
4781,2002,2,4000,12000,8.294049640102028,9.392661928770137
12590,2002,2,2000,15000,7.600902459542082,9.615805480084347
15194,2002,2,6120,20000,8.719317375506371,9.903487552536127
20464,2002,2,1200,10000,7.090076835776092,9.210340371976184
18351,2002,2,3500,10000,8.160518247477505,9.210340371976184
4777,2002,2,200,2000,5.298317366548036,7.600902459542082
18350,2002,2,5500,90000,8.612503371220562,11.407564949312402
15204,2002,2,400,10000,5.991464547107982,9.210340371976184
20465,2002,2,1000,6000,6.907755278982137,8.699514748210191
18354,2002,2,2000,15000,7.600902459542082,9.615805480084347
12606,2002,2,2700,5000,7.90100705199242,8.517193191416238
4808,2002,2,2400,15000,7.783224016336037,9.615805480084347
4809,2002,2,2900,20000,7.9724660159745655,9.903487552536127
4813,2002,2,900,10000,6.802394763324311,9.210340371976184
12610,2002,2,3800,25000,8.242756345714477,10.126631103850338
12611,2002,2,4000,50000,8.294049640102028,10.819778284410283
4805,2002,2,2400,20000,7.783224016336037,9.903487552536127
4806,2002,2,2760,20000,7.9229859587111955,9.903487552536127
17035,2002,2,3900,20000,8.268731832117737,9.903487552536127
4822,2002,2,2000,6000,7.600902459542082,8.699514748210191
12600,2002,2,3000,7000,8.006367567650246,8.85366542803745
20470,2002,2,900,5000,6.802394763324311,8.517193191416238
4847,2002,2,4000,20000,8.294049640102028,9.903487552536127
12630,2002,2,9600,20000,9.169518377455928,9.903487552536127
4849,2002,2,4500,50000,8.411832675758411,10.819778284410283
12622,2002,2,816,10000,6.704414354964107,9.210340371976184
18358,2002,2,3200,15000,8.070906088787819,9.615805480084347
4853,2002,2,500,10000,6.214608098422191,9.210340371976184
4863,2002,2,8000,25000,8.987196820661973,10.126631103850338
4864,2002,2,2000,10000,7.600902459542082,9.210340371976184
17051,2002,2,2530,15000,7.835974581721566,9.615805480084347
4873,2002,2,9000,18000,9.104979856318357,9.798127036878302
17053,2002,2,3000,15000,8.006367567650246,9.615805480084347
20475,2002,2,4530,10000,8.41847721847708,9.210340371976184
20476,2002,2,3523,15000,8.167068178341237,9.615805480084347
18365,2002,4,300,6000,5.703782474656201,8.699514748210191
4920,2002,4,1200,20000,7.090076835776092,9.903487552536127
12642,2002,4,1500,20000,7.313220387090301,9.903487552536127
20480,2002,4,2600,10000,7.8632667240095735,9.210340371976184
4943,2002,4,3000,20000,8.006367567650246,9.903487552536127
4944,2002,4,2500,20000,7.824046010856292,9.903487552536127
15232,2002,4,671,20000,6.508769136971682,9.903487552536127
17058,2002,4,4860,20000,8.48879371689454,9.903487552536127
20483,2002,4,9000,20000,9.104979856318357,9.903487552536127
